time,cnt
1527991365.0,4
1527991366.0,4
1527991367.0,4
1527991368.0,4
1527991369.0,4
1527991370.0,4
1527991371.0,4
1527991372.0,4
1527991373.0,4
1527991374.0,4
1527991375.0,4
1527991376.0,4
1527991377.0,4
1527991378.0,4
1527991379.0,4
1527991380.0,4
1527991381.0,4
1527991382.0,4
1527991383.0,4
1527991384.0,4
1527991385.0,4
1527991386.0,4
1527991387.0,4
1527991388.0,4
1527991389.0,4
1527991390.0,4
1527991391.0,4
1527991392.0,4
1527991393.0,4
1527991394.0,4
1527991395.0,4
1527991396.0,4
1527991397.0,4
1527991398.0,4
1527991399.0,4
1527991400.0,4
1527991401.0,4
1527991402.0,4
1527991403.0,4
1527991404.0,4
1527991405.0,4
1527991406.0,4
1527991407.0,4
1527991408.0,4
1527991409.0,4
1527991410.0,4
1527991411.0,4
1527991412.0,4
1527991413.0,4
1527991414.0,4
1527991415.0,4
1527991416.0,4
1527991417.0,4
1527991418.0,4
1527991419.0,4
1527991420.0,4
1527991421.0,4
1527991422.0,4
1527991423.0,4
1527991424.0,4
1527991425.0,4
1527991426.0,4
1527991427.0,4
1527991428.0,4
1527991429.0,4
1527991430.0,4
1527991431.0,4
1527991432.0,4
1527991433.0,4
1527991434.0,4
1527991435.0,4
1527991436.0,4
1527991437.0,4
1527991438.0,4
1527991439.0,4
1527991440.0,4
1527991441.0,5
1527991442.0,5
1527991443.0,5
1527991444.0,5
1527991445.0,5
1527991446.0,5
1527991447.0,5
1527991448.0,5
1527991449.0,5
1527991450.0,5
1527991451.0,5
1527991452.0,5
1527991453.0,5
1527991454.0,5
1527991455.0,5
1527991456.0,5
1527991457.0,5
1527991458.0,5
1527991459.0,5
1527991460.0,5
1527991461.0,5
1527991462.0,5
1527991463.0,5
1527991464.0,5
1527991465.0,5
1527991466.0,5
1527991467.0,5
1527991468.0,5
1527991469.0,5
1527991470.0,5
1527991471.0,5
1527991472.0,5
1527991473.0,5
1527991474.0,5
1527991475.0,5
1527991476.0,5
1527991477.0,5
1527991478.0,5
1527991479.0,5
1527991480.0,5
1527991481.0,5
1527991482.0,5
1527991483.0,5
1527991484.0,5
1527991485.0,5
1527991486.0,5
1527991487.0,5
1527991488.0,5
1527991489.0,5
1527991490.0,5
1527991491.0,5
1527991492.0,5
1527991493.0,5
1527991494.0,5
1527991495.0,5
1527991496.0,5
1527991497.0,5
1527991498.0,5
1527991499.0,5
1527991500.0,5
1527991501.0,5
1527991502.0,5
1527991503.0,5
1527991504.0,5
1527991505.0,5
1527991506.0,5
1527991507.0,5
1527991508.0,5
1527991509.0,5
1527991510.0,5
1527991511.0,5
1527991512.0,5
1527991513.0,5
1527991514.0,5
1527991515.0,5
1527991516.0,5
1527991517.0,5
1527991518.0,5
1527991519.0,5
1527991520.0,5
1527991521.0,5
1527991522.0,5
1527991523.0,5
1527991524.0,5
1527991525.0,5
1527991526.0,5
1527991527.0,5
1527991528.0,5
1527991529.0,5
1527991530.0,5
1527991531.0,5
1527991532.0,5
1527991533.0,5
1527991534.0,5
1527991535.0,5
1527991536.0,5
1527991537.0,5
1527991538.0,5
1527991539.0,5
1527991540.0,5
1527991541.0,5
1527991542.0,5
1527991543.0,5
1527991544.0,5
1527991545.0,5
1527991546.0,5
1527991547.0,5
1527991548.0,5
1527991549.0,5
1527991550.0,5
1527991551.0,5
1527991552.0,5
1527991553.0,5
1527991554.0,5
1527991555.0,5
1527991556.0,5
1527991557.0,5
1527991558.0,5
1527991559.0,5
1527991560.0,5
1527991561.0,5
1527991562.0,5
1527991563.0,5
1527991564.0,5
1527991565.0,5
1527991566.0,5
1527991567.0,5
1527991568.0,5
1527991569.0,5
1527991570.0,5
1527991571.0,5
1527991572.0,5
1527991573.0,5
1527991574.0,5
1527991575.0,5
1527991576.0,5
1527991577.0,5
1527991578.0,5
1527991579.0,5
1527991580.0,5
1527991581.0,5
1527991582.0,5
1527991583.0,5
1527991584.0,5
1527991585.0,5
1527991586.0,5
1527991587.0,5
1527991588.0,5
1527991589.0,5
1527991590.0,5
1527991591.0,5
1527991592.0,5
1527991593.0,5
1527991594.0,5
1527991595.0,5
1527991596.0,5
1527991597.0,5
1527991598.0,5
1527991599.0,5
1527991600.0,5
1527991601.0,5
1527991602.0,5
1527991603.0,5
1527991604.0,5
1527991605.0,5
1527991606.0,5
1527991607.0,5
1527991608.0,5
1527991609.0,5
1527991610.0,5
1527991611.0,5
1527991612.0,5
1527991613.0,5
1527991614.0,5
1527991615.0,5
1527991616.0,5
1527991617.0,5
1527991618.0,5
1527991619.0,5
1527991620.0,5
1527991621.0,5
1527991622.0,5
1527991623.0,5
1527991624.0,5
1527991625.0,5
1527991626.0,5
1527991627.0,5
1527991628.0,5
1527991629.0,5
1527991630.0,5
1527991631.0,5
1527991632.0,5
1527991633.0,5
1527991634.0,5
1527991635.0,5
1527991636.0,5
1527991637.0,5
1527991638.0,5
1527991639.0,5
1527991640.0,5
1527991641.0,5
1527991642.0,5
1527991643.0,5
1527991644.0,5
1527991645.0,5
1527991646.0,5
1527991647.0,5
1527991648.0,5
1527991649.0,5
1527991650.0,5
1527991651.0,5
1527991652.0,5
1527991653.0,5
1527991654.0,5
1527991655.0,5
1527991656.0,5
1527991657.0,5
1527991658.0,5
1527991659.0,5
1527991660.0,5
1527991661.0,5
1527991662.0,5
1527991663.0,5
1527991664.0,5
1527991665.0,5
1527991666.0,5
1527991667.0,5
1527991668.0,5
1527991669.0,5
1527991670.0,5
1527991671.0,5
1527991672.0,5
1527991673.0,5
1527991674.0,5
1527991675.0,5
1527991676.0,5
1527991677.0,5
1527991678.0,5
1527991679.0,5
1527991680.0,5
1527991681.0,5
1527991682.0,5
1527991683.0,5
1527991684.0,5
1527991685.0,5
1527991686.0,5
1527991687.0,5
1527991688.0,5
1527991689.0,5
1527991690.0,5
1527991691.0,5
1527991692.0,5
1527991693.0,5
1527991694.0,5
1527991695.0,5
1527991696.0,5
1527991697.0,5
1527991698.0,5
1527991699.0,5
1527991700.0,5
1527991701.0,5
1527991702.0,5
1527991703.0,5
1527991704.0,5
1527991705.0,5
1527991706.0,5
1527991707.0,5
1527991708.0,5
1527991709.0,5
1527991710.0,5
1527991711.0,5
1527991712.0,5
1527991713.0,5
1527991714.0,5
1527991715.0,5
1527991716.0,5
1527991717.0,5
1527991718.0,5
1527991719.0,5
1527991720.0,5
1527991721.0,5
1527991722.0,5
1527991723.0,5
1527991724.0,5
1527991725.0,5
1527991726.0,5
1527991727.0,5
1527991728.0,5
1527991729.0,5
1527991730.0,5
1527991731.0,5
1527991732.0,5
1527991733.0,5
1527991734.0,5
1527991735.0,5
1527991736.0,5
1527991737.0,5
1527991738.0,5
1527991739.0,5
1527991740.0,4
1527991741.0,4
1527991742.0,4
1527991743.0,4
1527991744.0,4
1527991745.0,4
1527991746.0,4
1527991747.0,4
1527991748.0,4
1527991749.0,4
1527991750.0,4
1527991751.0,4
1527991752.0,4
1527991753.0,4
1527991754.0,4
1527991755.0,4
1527991756.0,4
1527991757.0,4
1527991758.0,4
1527991759.0,4
1527991760.0,4
1527991761.0,4
1527991762.0,4
1527991763.0,4
1527991764.0,4
1527991765.0,4
1527991766.0,4
1527991767.0,4
1527991768.0,4
1527991769.0,4
1527991770.0,4
1527991771.0,4
1527991772.0,4
1527991773.0,4
1527991774.0,4
1527991775.0,4
1527991776.0,4
1527991777.0,4
1527991778.0,4
1527991779.0,4
1527991780.0,4
1527991781.0,4
1527991782.0,4
1527991783.0,4
1527991784.0,4
1527991785.0,4
1527991786.0,4
1527991787.0,4
1527991788.0,4
1527991789.0,4
1527991790.0,4
1527991791.0,4
1527991792.0,4
1527991793.0,4
1527991794.0,4
1527991795.0,4
1527991796.0,4
1527991797.0,4
1527991798.0,4
1527991799.0,4
1527991800.0,4
1527991801.0,4
1527991802.0,4
1527991803.0,4
1527991804.0,4
1527991805.0,4
1527991806.0,4
1527991807.0,4
1527991808.0,4
1527991809.0,4
1527991810.0,4
1527991811.0,4
1527991812.0,4
1527991813.0,4
1527991814.0,4
1527991815.0,4
1527991816.0,4
1527991817.0,4
1527991818.0,4
1527991819.0,4
1527991820.0,4
1527991821.0,4
1527991822.0,4
1527991823.0,4
1527991824.0,4
1527991825.0,4
1527991826.0,4
1527991827.0,4
1527991828.0,4
1527991829.0,4
1527991830.0,4
1527991831.0,4
1527991832.0,4
1527991833.0,4
1527991834.0,4
1527991835.0,4
1527991836.0,4
1527991837.0,4
1527991838.0,4
1527991839.0,4
1527991840.0,4
1527991841.0,4
1527991842.0,4
1527991843.0,4
1527991844.0,4
1527991845.0,4
1527991846.0,4
1527991847.0,4
1527991848.0,4
1527991849.0,4
1527991850.0,4
1527991851.0,4
1527991852.0,4
1527991853.0,4
1527991854.0,4
1527991855.0,4
1527991856.0,4
1527991857.0,4
1527991858.0,4
1527991859.0,4
1527991860.0,4
1527991861.0,5
1527991862.0,5
1527991863.0,5
1527991864.0,5
1527991865.0,5
1527991866.0,5
1527991867.0,5
1527991868.0,5
1527991869.0,5
1527991870.0,5
1527991871.0,5
1527991872.0,5
1527991873.0,5
1527991874.0,5
1527991875.0,5
1527991876.0,5
1527991877.0,5
1527991878.0,5
1527991879.0,5
1527991880.0,5
1527991881.0,5
1527991882.0,5
1527991883.0,5
1527991884.0,5
1527991885.0,5
1527991886.0,5
1527991887.0,5
1527991888.0,5
1527991889.0,5
1527991890.0,5
1527991891.0,5
1527991892.0,5
1527991893.0,5
1527991894.0,5
1527991895.0,5
1527991896.0,5
1527991897.0,5
1527991898.0,5
1527991899.0,5
1527991900.0,5
1527991901.0,5
1527991902.0,5
1527991903.0,5
1527991904.0,5
1527991905.0,5
1527991906.0,5
1527991907.0,5
1527991908.0,5
1527991909.0,5
1527991910.0,5
1527991911.0,5
1527991912.0,5
1527991913.0,5
1527991914.0,5
1527991915.0,5
1527991916.0,5
1527991917.0,5
1527991918.0,5
1527991919.0,5
1527991920.0,5
1527991921.0,5
1527991922.0,5
1527991923.0,5
1527991924.0,5
1527991925.0,5
1527991926.0,5
1527991927.0,5
1527991928.0,5
1527991929.0,5
1527991930.0,5
1527991931.0,5
1527991932.0,5
1527991933.0,5
1527991934.0,5
1527991935.0,5
1527991936.0,5
1527991937.0,5
1527991938.0,5
1527991939.0,5
1527991940.0,5
1527991941.0,5
1527991942.0,5
1527991943.0,5
1527991944.0,5
1527991945.0,5
1527991946.0,5
1527991947.0,5
1527991948.0,5
1527991949.0,5
1527991950.0,5
1527991951.0,5
1527991952.0,5
1527991953.0,5
1527991954.0,5
1527991955.0,5
1527991956.0,5
1527991957.0,5
1527991958.0,5
1527991959.0,5
1527991960.0,5
1527991961.0,5
1527991962.0,5
1527991963.0,5
1527991964.0,5
1527991965.0,5
1527991966.0,5
1527991967.0,5
1527991968.0,5
1527991969.0,5
1527991970.0,5
1527991971.0,5
1527991972.0,5
1527991973.0,5
1527991974.0,5
1527991975.0,5
1527991976.0,5
1527991977.0,5
1527991978.0,5
1527991979.0,5
1527991980.0,4
1527991981.0,4
1527991982.0,4
1527991983.0,4
1527991984.0,4
1527991985.0,4
1527991986.0,4
1527991987.0,4
1527991988.0,4
1527991989.0,4
1527991990.0,4
1527991991.0,4
1527991992.0,4
1527991993.0,4
1527991994.0,4
1527991995.0,4
1527991996.0,4
1527991997.0,4
1527991998.0,4
1527991999.0,4
1527992000.0,4
1527992001.0,4
1527992002.0,4
1527992003.0,4
1527992004.0,4
1527992005.0,4
1527992006.0,4
1527992007.0,4
1527992008.0,4
1527992009.0,4
1527992010.0,4
1527992011.0,4
1527992012.0,4
1527992013.0,4
1527992014.0,4
1527992015.0,4
1527992016.0,4
1527992017.0,4
1527992018.0,4
1527992019.0,4
1527992020.0,4
1527992021.0,4
1527992022.0,4
1527992023.0,4
1527992024.0,4
1527992025.0,4
1527992026.0,4
1527992027.0,4
1527992028.0,4
1527992029.0,4
1527992030.0,4
1527992031.0,4
1527992032.0,4
1527992033.0,4
1527992034.0,4
1527992035.0,4
1527992036.0,4
1527992037.0,4
1527992038.0,4
1527992039.0,4
1527992040.0,2
1527992041.0,2
1527992042.0,2
1527992043.0,2
1527992044.0,2
1527992045.0,2
1527992046.0,2
1527992047.0,2
1527992048.0,2
1527992049.0,2
1527992050.0,2
1527992051.0,2
1527992052.0,2
1527992053.0,2
1527992054.0,2
1527992055.0,2
1527992056.0,2
1527992057.0,2
1527992058.0,2
1527992059.0,2
1527992060.0,2
1527992061.0,2
1527992062.0,2
1527992063.0,2
1527992064.0,2
1527992065.0,2
1527992066.0,2
1527992067.0,2
1527992068.0,2
1527992069.0,2
1527992070.0,2
1527992071.0,2
1527992072.0,2
1527992073.0,2
1527992074.0,2
1527992075.0,2
1527992076.0,2
1527992077.0,2
1527992078.0,2
1527992079.0,2
1527992080.0,2
1527992081.0,2
1527992082.0,2
1527992083.0,2
1527992084.0,2
1527992085.0,2
1527992086.0,2
1527992087.0,2
1527992088.0,2
1527992089.0,2
1527992090.0,2
1527992091.0,2
1527992092.0,2
1527992093.0,2
1527992094.0,2
1527992095.0,2
1527992096.0,2
1527992097.0,2
1527992098.0,2
1527992099.0,2
1527992100.0,2
1527992101.0,4
1527992102.0,4
1527992103.0,4
1527992104.0,4
1527992105.0,4
1527992106.0,4
1527992107.0,4
1527992108.0,4
1527992109.0,4
1527992110.0,4
1527992111.0,4
1527992112.0,4
1527992113.0,4
1527992114.0,4
1527992115.0,4
1527992116.0,4
1527992117.0,4
1527992118.0,4
1527992119.0,4
1527992120.0,4
1527992121.0,4
1527992122.0,4
1527992123.0,4
1527992124.0,4
1527992125.0,4
1527992126.0,4
1527992127.0,4
1527992128.0,4
1527992129.0,4
1527992130.0,4
1527992131.0,4
1527992132.0,4
1527992133.0,4
1527992134.0,4
1527992135.0,4
1527992136.0,4
1527992137.0,4
1527992138.0,4
1527992139.0,4
1527992140.0,4
1527992141.0,4
1527992142.0,4
1527992143.0,4
1527992144.0,4
1527992145.0,4
1527992146.0,4
1527992147.0,4
1527992148.0,4
1527992149.0,4
1527992150.0,4
1527992151.0,4
1527992152.0,4
1527992153.0,4
1527992154.0,4
1527992155.0,4
1527992156.0,4
1527992157.0,4
1527992158.0,4
1527992159.0,4
1527992160.0,4
1527992161.0,5
1527992162.0,5
1527992163.0,5
1527992164.0,5
1527992165.0,5
1527992166.0,5
1527992167.0,5
1527992168.0,5
1527992169.0,5
1527992170.0,5
1527992171.0,5
1527992172.0,5
1527992173.0,5
1527992174.0,5
1527992175.0,5
1527992176.0,5
1527992177.0,5
1527992178.0,5
1527992179.0,5
1527992180.0,5
1527992181.0,5
1527992182.0,5
1527992183.0,5
1527992184.0,5
1527992185.0,5
1527992186.0,5
1527992187.0,5
1527992188.0,5
1527992189.0,5
1527992190.0,5
1527992191.0,5
1527992192.0,5
1527992193.0,5
1527992194.0,5
1527992195.0,5
1527992196.0,5
1527992197.0,5
1527992198.0,5
1527992199.0,5
1527992200.0,5
1527992201.0,5
1527992202.0,5
1527992203.0,5
1527992204.0,5
1527992205.0,5
1527992206.0,5
1527992207.0,5
1527992208.0,5
1527992209.0,5
1527992210.0,5
1527992211.0,5
1527992212.0,5
1527992213.0,5
1527992214.0,5
1527992215.0,5
1527992216.0,5
1527992217.0,5
1527992218.0,5
1527992219.0,5
1527992220.0,5
1527992221.0,5
1527992222.0,5
1527992223.0,5
1527992224.0,5
1527992225.0,5
1527992226.0,5
1527992227.0,5
1527992228.0,5
1527992229.0,5
1527992230.0,5
1527992231.0,5
1527992232.0,5
1527992233.0,5
1527992234.0,5
1527992235.0,5
1527992236.0,5
1527992237.0,5
1527992238.0,5
1527992239.0,5
1527992240.0,5
1527992241.0,5
1527992242.0,5
1527992243.0,5
1527992244.0,5
1527992245.0,5
1527992246.0,5
1527992247.0,5
1527992248.0,5
1527992249.0,5
1527992250.0,5
1527992251.0,5
1527992252.0,5
1527992253.0,5
1527992254.0,5
1527992255.0,5
1527992256.0,5
1527992257.0,5
1527992258.0,5
1527992259.0,5
1527992260.0,5
1527992261.0,5
1527992262.0,5
1527992263.0,5
1527992264.0,5
1527992265.0,5
1527992266.0,5
1527992267.0,5
1527992268.0,5
1527992269.0,5
1527992270.0,5
1527992271.0,5
1527992272.0,5
1527992273.0,5
1527992274.0,5
1527992275.0,5
1527992276.0,5
1527992277.0,5
1527992278.0,5
1527992279.0,5
1527992280.0,5
1527992281.0,6
1527992282.0,6
1527992283.0,6
1527992284.0,6
1527992285.0,6
1527992286.0,6
1527992287.0,6
1527992288.0,6
1527992289.0,6
1527992290.0,6
1527992291.0,6
1527992292.0,6
1527992293.0,6
1527992294.0,6
1527992295.0,6
1527992296.0,6
1527992297.0,6
1527992298.0,6
1527992299.0,6
1527992300.0,6
1527992301.0,6
1527992302.0,6
1527992303.0,6
1527992304.0,6
1527992305.0,6
1527992306.0,6
1527992307.0,6
1527992308.0,6
1527992309.0,6
1527992310.0,6
1527992311.0,6
1527992312.0,5
1527992313.0,5
1527992314.0,5
1527992315.0,5
1527992316.0,5
1527992317.0,5
1527992318.0,5
1527992319.0,5
1527992320.0,5
1527992321.0,5
1527992322.0,5
1527992323.0,5
1527992324.0,5
1527992325.0,5
1527992326.0,5
1527992327.0,5
1527992328.0,5
1527992329.0,5
1527992330.0,5
1527992331.0,5
1527992332.0,5
1527992333.0,5
1527992334.0,5
1527992335.0,5
1527992336.0,5
1527992337.0,5
1527992338.0,5
1527992339.0,5
1527992340.0,5
1527992341.0,6
1527992342.0,6
1527992343.0,6
1527992344.0,6
1527992345.0,6
1527992346.0,6
1527992347.0,6
1527992348.0,6
1527992349.0,6
1527992350.0,6
1527992351.0,6
1527992352.0,6
1527992353.0,7
1527992354.0,7
1527992355.0,7
1527992356.0,7
1527992357.0,7
1527992358.0,7
1527992359.0,7
1527992360.0,7
1527992361.0,7
1527992362.0,7
1527992363.0,7
1527992364.0,7
1527992365.0,7
1527992366.0,7
1527992367.0,7
1527992368.0,7
1527992369.0,7
1527992370.0,7
1527992371.0,7
1527992372.0,7
1527992373.0,7
1527992374.0,7
1527992375.0,7
1527992376.0,7
1527992377.0,7
1527992378.0,7
1527992379.0,7
1527992380.0,7
1527992381.0,7
1527992382.0,6
1527992383.0,6
1527992384.0,6
1527992385.0,6
1527992386.0,6
1527992387.0,6
1527992388.0,6
1527992389.0,6
1527992390.0,6
1527992391.0,6
1527992392.0,6
1527992393.0,6
1527992394.0,6
1527992395.0,6
1527992396.0,6
1527992397.0,6
1527992398.0,6
1527992399.0,6
1527992400.0,6
1527992401.0,7
1527992402.0,7
1527992403.0,7
1527992404.0,7
1527992405.0,7
1527992406.0,7
1527992407.0,7
1527992408.0,7
1527992409.0,7
1527992410.0,7
1527992411.0,7
1527992412.0,7
1527992413.0,7
1527992414.0,7
1527992415.0,7
1527992416.0,7
1527992417.0,7
1527992418.0,7
1527992419.0,7
1527992420.0,7
1527992421.0,7
1527992422.0,7
1527992423.0,7
1527992424.0,7
1527992425.0,6
1527992426.0,6
1527992427.0,6
1527992428.0,6
1527992429.0,6
1527992430.0,6
1527992431.0,6
1527992432.0,6
1527992433.0,6
1527992434.0,6
1527992435.0,6
1527992436.0,6
1527992437.0,6
1527992438.0,6
1527992439.0,6
1527992440.0,6
1527992441.0,6
1527992442.0,6
1527992443.0,6
1527992444.0,6
1527992445.0,6
1527992446.0,6
1527992447.0,6
1527992448.0,6
1527992449.0,6
1527992450.0,6
1527992451.0,6
1527992452.0,6
1527992453.0,6
1527992454.0,6
1527992455.0,6
1527992456.0,6
1527992457.0,6
1527992458.0,6
1527992459.0,6
1527992460.0,6
1527992461.0,6
1527992462.0,6
1527992463.0,6
1527992464.0,6
1527992465.0,6
1527992466.0,6
1527992467.0,6
1527992468.0,6
1527992469.0,6
1527992470.0,6
1527992471.0,6
1527992472.0,6
1527992473.0,6
1527992474.0,6
1527992475.0,6
1527992476.0,6
1527992477.0,6
1527992478.0,6
1527992479.0,6
1527992480.0,6
1527992481.0,6
1527992482.0,6
1527992483.0,6
1527992484.0,6
1527992485.0,6
1527992486.0,6
1527992487.0,6
1527992488.0,6
1527992489.0,6
1527992490.0,6
1527992491.0,6
1527992492.0,6
1527992493.0,6
1527992494.0,6
1527992495.0,6
1527992496.0,6
1527992497.0,6
1527992498.0,6
1527992499.0,6
1527992500.0,6
1527992501.0,6
1527992502.0,6
1527992503.0,6
1527992504.0,6
1527992505.0,6
1527992506.0,6
1527992507.0,6
1527992508.0,6
1527992509.0,6
1527992510.0,6
1527992511.0,6
1527992512.0,6
1527992513.0,6
1527992514.0,6
1527992515.0,6
1527992516.0,6
1527992517.0,6
1527992518.0,6
1527992519.0,6
1527992520.0,6
1527992521.0,6
1527992522.0,6
1527992523.0,6
1527992524.0,6
1527992525.0,6
1527992526.0,6
1527992527.0,6
1527992528.0,6
1527992529.0,6
1527992530.0,6
1527992531.0,6
1527992532.0,6
1527992533.0,6
1527992534.0,6
1527992535.0,6
1527992536.0,6
1527992537.0,6
1527992538.0,6
1527992539.0,6
1527992540.0,6
1527992541.0,6
1527992542.0,6
1527992543.0,6
1527992544.0,6
1527992545.0,6
1527992546.0,6
1527992547.0,6
1527992548.0,6
1527992549.0,6
1527992550.0,6
1527992551.0,6
1527992552.0,6
1527992553.0,6
1527992554.0,6
1527992555.0,6
1527992556.0,6
1527992557.0,6
1527992558.0,6
1527992559.0,6
1527992560.0,6
1527992561.0,6
1527992562.0,6
1527992563.0,6
1527992564.0,6
1527992565.0,6
1527992566.0,6
1527992567.0,6
1527992568.0,6
1527992569.0,6
1527992570.0,6
1527992571.0,6
1527992572.0,6
1527992573.0,6
1527992574.0,6
1527992575.0,6
1527992576.0,6
1527992577.0,6
1527992578.0,6
1527992579.0,6
1527992580.0,6
1527992581.0,6
1527992582.0,6
1527992583.0,6
1527992584.0,6
1527992585.0,6
1527992586.0,6
1527992587.0,6
1527992588.0,6
1527992589.0,6
1527992590.0,6
1527992591.0,6
1527992592.0,6
1527992593.0,6
1527992594.0,6
1527992595.0,6
1527992596.0,6
1527992597.0,6
1527992598.0,6
1527992599.0,6
1527992600.0,6
1527992601.0,6
1527992602.0,6
1527992603.0,6
1527992604.0,6
1527992605.0,6
1527992606.0,6
1527992607.0,6
1527992608.0,6
1527992609.0,6
1527992610.0,6
1527992611.0,6
1527992612.0,6
1527992613.0,6
1527992614.0,6
1527992615.0,6
1527992616.0,6
1527992617.0,6
1527992618.0,6
1527992619.0,6
1527992620.0,6
1527992621.0,6
1527992622.0,6
1527992623.0,6
1527992624.0,6
1527992625.0,6
1527992626.0,6
1527992627.0,6
1527992628.0,6
1527992629.0,6
1527992630.0,6
1527992631.0,6
1527992632.0,6
1527992633.0,6
1527992634.0,6
1527992635.0,6
1527992636.0,6
1527992637.0,6
1527992638.0,6
1527992639.0,6
1527992640.0,6
1527992641.0,6
1527992642.0,6
1527992643.0,6
1527992644.0,6
1527992645.0,6
1527992646.0,6
1527992647.0,6
1527992648.0,6
1527992649.0,6
1527992650.0,6
1527992651.0,6
1527992652.0,6
1527992653.0,6
1527992654.0,6
1527992655.0,6
1527992656.0,6
1527992657.0,6
1527992658.0,6
1527992659.0,6
1527992660.0,6
1527992661.0,6
1527992662.0,6
1527992663.0,6
1527992664.0,6
1527992665.0,6
1527992666.0,6
1527992667.0,6
1527992668.0,6
1527992669.0,6
1527992670.0,6
1527992671.0,6
1527992672.0,6
1527992673.0,6
1527992674.0,6
1527992675.0,6
1527992676.0,6
1527992677.0,6
1527992678.0,6
1527992679.0,6
1527992680.0,6
1527992681.0,6
1527992682.0,6
1527992683.0,6
1527992684.0,6
1527992685.0,6
1527992686.0,6
1527992687.0,6
1527992688.0,6
1527992689.0,6
1527992690.0,6
1527992691.0,6
1527992692.0,6
1527992693.0,6
1527992694.0,6
1527992695.0,6
1527992696.0,6
1527992697.0,6
1527992698.0,6
1527992699.0,6
1527992700.0,6
1527992701.0,6
1527992702.0,6
1527992703.0,6
1527992704.0,6
1527992705.0,6
1527992706.0,6
1527992707.0,6
1527992708.0,6
1527992709.0,6
1527992710.0,6
1527992711.0,6
1527992712.0,6
1527992713.0,6
1527992714.0,6
1527992715.0,6
1527992716.0,6
1527992717.0,6
1527992718.0,6
1527992719.0,6
1527992720.0,6
1527992721.0,6
1527992722.0,6
1527992723.0,6
1527992724.0,6
1527992725.0,6
1527992726.0,6
1527992727.0,6
1527992728.0,6
1527992729.0,6
1527992730.0,6
1527992731.0,6
1527992732.0,6
1527992733.0,6
1527992734.0,6
1527992735.0,6
1527992736.0,6
1527992737.0,6
1527992738.0,6
1527992739.0,6
1527992740.0,6
1527992741.0,6
1527992742.0,6
1527992743.0,6
1527992744.0,6
1527992745.0,6
1527992746.0,6
1527992747.0,6
1527992748.0,6
1527992749.0,6
1527992750.0,6
1527992751.0,6
1527992752.0,6
1527992753.0,6
