id,freqMean,freqStd,bandMean,bandStd,dbmMean,dbmStd,snrMean,snrStd,MinBand,MaxBand,avgFre,avgBand,avgDbm,avgSnr,minTime,maxTime
60,432.37694,0.00335,0.14361,0.00811,-71.03756,1.39957,25.13003,1.36317,0.12264,0.16671,432.377,0.14361,-69.33784,25.13003,1527991200.0,1527998459.0
12,433.03904,0.00612,0.11307,0.00743,-84.58379,0.90249,11.22702,0.52949,0.09302,0.12853,433.03903,0.11308,-84.58229,11.22795,1527991200.0,1527998459.0
13,434.41013,0.00197,0.14715,0.00495,-45.71897,2.40668,49.37274,2.34858,0.13639,0.15728,434.41013,0.14715,-45.72883,49.36903,1527991200.0,1527998459.0
14,435.00272,0.00143,0.13477,0.00472,-63.75958,1.13116,33.0262,0.91336,0.12444,0.14374,435.0027,0.13477,-63.75807,33.02731,1527991200.0,1527998459.0
15,435.41256,0.00335,0.14361,0.00811,-71.03756,1.39957,25.13003,1.36317,0.12264,0.16671,435.4126,0.1436,-71.03297,25.12568,1527991200.0,1527998459.0
64,436.17694,0.00335,0.14361,0.00811,-71.03756,1.39957,25.13003,1.36317,0.12264,0.16671,436.17697,0.14366,-71.03053,25.13706,1527991200.0,1527998459.0
17,437.19894,0.00506,0.12919,0.01769,-84.11989,1.76385,13.3788,1.06192,0.08287,0.15634,437.19897,0.12911,-84.11385,13.37462,1527991200.0,1527998459.0
20,438.04218,0.00481,0.07812,0.01045,-89.23623,0.70973,8.5153,0.33057,0.05255,0.10212,438.04214,0.07813,-89.2352,8.51529,1527991200.0,1527998459.0
